user_id,amount,balance,timestamp,txn_type,merchant,location,channel,device_id,txn_status
user_127,7786.3,30037.62,2025-06-22 20:02:15,debit,King Group,Thorntonside,ATM,device_648,fail
user_127,6411.1,33465.35000000001,2025-06-23 06:56:32,debit,Le Ltd,South Christopherport,online,device_749,success
user_127,2394.55,39541.50000000001,2025-06-23 07:09:15,debit,Williams-Sweeney,Christinaton,online,device_878,success
user_127,9894.24,42774.02,2025-06-23 21:29:05,credit,Adams-Calhoun,Jameston,POS,device_696,success
user_127,4626.88,29790.680000000004,2025-06-23 21:42:04,debit,Mack-Carpenter,Natalietown,POS,device_987,fail
user_127,6936.81,27034.24000000001,2025-06-24 13:30:12,debit,"Long, Smith and Robinson",Lake Jennifer,POS,device_774,success
user_127,5117.33,45589.070000000014,2025-06-24 16:18:55,credit,Frazier Group,Coleborough,POS,device_365,success
user_127,7876.33,25209.92,2025-06-24 17:44:37,debit,Webb-Garcia,Susanchester,ATM,device_26,success
user_127,1206.68,33086.25,2025-06-24 23:01:26,debit,"Williams, Gregory and Porter",West Frankmouth,POS,device_140,success
user_127,6906.04,34695.91000000001,2025-06-25 09:22:34,debit,Knight-Francis,Sotoshire,ATM,device_23,success
user_127,6374.99,30348.450000000004,2025-06-25 13:37:17,debit,Terrell Inc,North Becky,POS,device_476,success
user_127,8092.98,32879.78,2025-06-26 07:21:00,credit,"Miller, Ward and Hernandez",Thomaston,ATM,device_856,success
user_127,5011.71,18348.780000000006,2025-06-28 05:13:45,debit,Stevenson-Smith,North Robertchester,online,device_858,success
user_127,2506.58,24950.490000000005,2025-06-28 18:13:33,credit,Phillips PLC,West Jennifer,online,device_869,success
user_127,7693.24,31029.68,2025-06-29 08:29:08,credit,Brown-Hayden,Lake Robert,POS,device_993,success
user_127,5196.3,24887.870000000006,2025-06-29 19:07:10,debit,Patton-Webb,Lake Alicia,online,device_170,success
user_127,761.5,17587.280000000006,2025-06-29 19:27:01,debit,Whitaker LLC,Brownton,ATM,device_227,success
user_127,6022.32,3425.140000000005,2025-06-29 23:48:49,debit,Adams Inc,West Chrisstad,POS,device_947,success
user_127,6953.64,61331.49000000002,2025-06-30 10:55:00,credit,Mejia-Perez,Graybury,ATM,device_885,success
user_127,9218.67,9447.460000000005,2025-06-30 20:21:30,debit,"Morris, Perez and Anderson",South Leslie,online,device_145,success
user_127,2599.07,29657.100000000006,2025-07-01 00:30:09,debit,"Fox, Petersen and Roberts",South Alex,POS,device_321,success
user_127,2249.44,38802.66,2025-07-01 01:31:11,credit,Murphy-Montes,East Michelle,POS,device_589,success
user_127,6335.55,39800.900000000016,2025-07-01 06:41:00,credit,"Gibson, Ingram and Ramirez",Port Jennifer,POS,device_666,success
user_127,9278.04,32901.15000000001,2025-07-01 09:24:07,debit,Evans and Sons,Garcialand,online,device_543,success
user_127,3988.49,50465.41000000002,2025-07-01 11:27:04,debit,"Campbell, Williams and Brown",Simmonsside,ATM,device_356,fail
user_127,3961.6,9274.400000000005,2025-07-01 14:22:16,debit,Rose-Alvarado,Brittanyton,ATM,device_297,success
user_127,8396.11,12670.080000000005,2025-07-01 17:06:33,debit,Moore and Sons,East Joel,online,device_747,success
user_127,8075.65,38826.88000000002,2025-07-01 20:10:55,debit,Green-Thomas,Lake Catherineview,ATM,device_534,success
user_127,8245.34,27792.00000000002,2025-07-02 17:05:49,debit,"Jacobs, Garza and Jones",Jeremymouth,POS,device_520,success
user_127,3562.88,46902.53000000002,2025-07-02 21:03:34,debit,"Johnson, Stevens and Williams",South Sheilabury,online,device_506,fail
user_127,8433.79,35584.23000000001,2025-07-03 15:25:28,credit,"Phillips, Potter and Campos",Josephside,online,device_572,success
user_127,5301.17,41090.16000000002,2025-07-03 16:10:32,debit,Maxwell Group,Sanchezbury,online,device_500,success
user_127,7748.64,27350.460000000006,2025-07-03 17:52:27,credit,"Thomas, Peterson and Allen",East Ann,POS,device_279,success
user_127,9529.69,34417.560000000005,2025-07-03 22:17:43,credit,"Lee, Thomas and Davis",South Stephanieville,POS,device_291,fail
user_127,4833.4,17503.480000000003,2025-07-04 06:21:41,credit,Ruiz Group,Port Tonyville,ATM,device_299,success
user_127,3485.73,57190.51000000002,2025-07-04 07:20:12,credit,"Krause, Johnson and Doyle",North Laura,online,device_651,success
user_127,6982.72,42566.95000000001,2025-07-04 08:42:22,credit,"Jackson, Anderson and Conner",South Kaylaland,online,device_887,success
user_127,8730.4,13236.000000000005,2025-07-04 09:33:48,debit,Leon-Ross,Port Elizabeth,ATM,device_134,success
user_127,8115.71,53704.78000000001,2025-07-04 13:17:01,credit,"Baker, Barber and Parker",Davidbury,ATM,device_601,reversed
user_127,2088.09,22443.910000000007,2025-07-04 15:28:03,credit,Stein-Stewart,Paulhaven,online,device_647,success
user_127,6685.82,36723.44,2025-07-05 07:29:37,credit,"Rodriguez, Benjamin and Sampson",South Lindseymouth,online,device_474,fail
user_127,4494.28,25407.940000000006,2025-07-05 09:13:35,debit,"West, Howard and Ortiz",Lake Debrashire,POS,device_897,success
user_127,7380.53,23877.160000000003,2025-07-05 12:21:04,credit,Shepard LLC,Ashleyfurt,ATM,device_702,success
user_127,5298.85,54377.85000000002,2025-07-05 17:54:02,debit,Ferguson-Jones,East Don,POS,device_686,success
user_127,5688.72,55642.77000000002,2025-07-06 01:16:23,debit,"Haas, Harper and Graham",East Danielside,POS,device_545,success
user_127,9391.73,18666.130000000005,2025-07-07 05:33:40,credit,Price Ltd,West Stephen,online,device_909,success
user_127,7564.45,46391.330000000016,2025-07-07 06:10:02,credit,Woods LLC,Taylorchester,online,device_89,success
user_127,4905.71,32256.170000000006,2025-07-07 13:35:13,credit,"Herrera, Cervantes and Miller",Kelseyview,ATM,device_881,success
user_127,8185.31,21066.190000000006,2025-07-07 14:28:34,debit,"Wells, Wallace and Johnson",West Adam,POS,device_43,success
user_127,2141.37,34966.350000000006,2025-07-07 16:06:56,credit,Farmer PLC,North Jasonmouth,online,device_725,success
user_127,9013.54,19601.820000000007,2025-07-08 02:03:11,credit,Jenkins Ltd,Martinezberg,online,device_967,success
user_127,4837.44,34292.93,2025-07-08 09:38:34,credit,"Garner, Stanley and Holmes",New Stephanie,POS,device_764,success
user_127,896.65,39840.02000000001,2025-07-08 09:49:50,credit,Willis Ltd,Josephtown,ATM,device_170,success
user_127,4840.52,16291.76000000002,2025-07-08 10:10:30,debit,Andrews-Peterson,Myersmouth,POS,device_273,success
user_128,6066.14,18241.77,2025-06-09 19:13:28,credit,Sanford Inc,Donmouth,ATM,device_459,success
user_128,6880.88,0.0,2025-06-09 20:55:10,debit,Fox Ltd,Port Angela,POS,device_234,success
user_128,5365.36,22558.35,2025-06-10 00:15:37,credit,"Quinn, Johnson and Lopez",Laurafurt,ATM,device_808,success
user_128,2736.69,20889.149999999998,2025-06-10 01:40:29,credit,Anthony-Pennington,Medinaton,ATM,device_707,success
user_128,9773.4,24066.329999999994,2025-06-10 05:24:59,credit,Coleman-Reyes,Paulside,POS,device_701,success
user_128,3539.87,9123.09,2025-06-10 09:16:47,credit,"Morton, Cuevas and Brown",Molinatown,online,device_592,success
user_128,1590.88,21636.97999999999,2025-06-10 14:32:02,debit,Hall Inc,Robertston,online,device_609,fail
user_128,3241.36,12476.679999999998,2025-06-10 21:45:05,debit,"Brooks, Ashley and Dawson",North Jackiefurt,ATM,device_400,success
user_128,8243.06,5439.090000000002,2025-06-12 01:45:00,debit,Lopez and Sons,Karenmouth,POS,device_420,success
user_128,8441.06,21626.79999999999,2025-06-12 03:32:30,debit,"Sanchez, Robinson and Lopez",West Susan,ATM,device_602,success
user_128,3028.39,24665.369999999988,2025-06-12 09:41:35,credit,Harris LLC,East Joyce,online,device_351,success
user_128,8023.01,8023.01,2025-06-13 06:13:04,credit,Gutierrez PLC,North Colleenshire,POS,device_710,success
user_128,2581.63,18416.989999999998,2025-06-13 12:07:20,credit,Taylor-Henry,East Tiffany,POS,device_911,fail
user_128,1182.47,10549.039999999995,2025-06-14 07:56:57,credit,"Ballard, Silva and Mccarthy",Simpsontown,online,device_967,fail
user_128,1939.4,14416.079999999998,2025-06-14 08:09:52,credit,"Tucker, Nunez and Allen",South Cassandra,ATM,device_320,fail
user_128,8114.1,5944.789999999995,2025-06-14 08:28:35,debit,Caldwell and Sons,West Sheila,online,device_348,success
user_128,3760.71,4523.28,2025-06-14 12:21:41,debit,Simon Inc,West Thomasshire,POS,device_856,success
user_128,5396.73,1537.6600000000008,2025-06-14 14:11:53,debit,"Brown, Steele and Bowers",Travisland,POS,device_21,success
user_128,5342.36,0.0,2025-06-14 15:00:23,debit,Carlson PLC,Bellton,POS,device_632,success
user_128,6844.78,6844.78,2025-06-15 15:52:46,credit,"Oconnor, Wilson and Underwood",Port April,online,device_340,success
user_128,1637.6,3989.1899999999882,2025-06-16 07:54:14,debit,Compton-Chapman,Sylviaville,ATM,device_957,success
user_128,7283.05,14127.83,2025-06-16 21:30:02,credit,"Erickson, Miller and Carter",East Ashleeville,POS,device_190,fail
user_128,2803.03,0.0,2025-06-16 21:32:18,debit,Smith PLC,West Katherineside,ATM,device_502,success
user_128,9025.7,0.0,2025-06-17 00:58:56,debit,Douglas and Sons,Johnsonshire,ATM,device_595,success
user_128,1809.03,23578.78,2025-06-17 07:39:06,debit,Mullins PLC,Stevenston,POS,device_738,success
user_128,590.61,3932.6699999999996,2025-06-17 10:11:25,debit,Mullins-Small,South Kellybury,POS,device_680,success
user_128,1265.44,23823.789999999997,2025-06-17 17:13:51,credit,"Jenkins, Gonzalez and Nielsen",Holdenfurt,POS,device_173,success
user_128,8989.24,17012.25,2025-06-17 20:26:21,credit,Lopez-Smith,Williamsburgh,POS,device_770,fail
user_128,9857.78,0.0,2025-06-17 23:07:42,debit,"Zamora, Gardner and Little",Port Johnmouth,online,device_810,success
user_128,7111.92,15718.039999999999,2025-06-18 03:44:18,credit,Phelps Ltd,Mendozaport,POS,device_821,success
user_128,6738.84,14887.959999999988,2025-06-18 07:05:05,debit,Crawford-Carr,West Matthewfurt,POS,device_659,success
user_128,5494.9,0.0,2025-06-18 16:05:23,debit,Barron-Mccormick,Chavezberg,online,device_153,success
user_128,1835.39,7314.619999999998,2025-06-19 04:12:50,credit,"Wilson, Peterson and Torres",Hoodfort,online,device_855,success
user_128,3044.05,4581.710000000001,2025-06-19 05:11:26,credit,Sanders-Davis,Michellefort,POS,device_635,success
user_128,4628.97,9498.86,2025-06-19 05:46:07,debit,Burke-Walker,West Sueborough,POS,device_216,success
user_128,2619.5,30067.85999999999,2025-06-20 01:10:43,credit,"Hudson, Larson and Singleton",West Wendyton,POS,device_498,success
user_128,6424.75,4856.229999999998,2025-06-20 03:34:57,debit,"Garcia, Sawyer and Hogan",South Emilyfurt,ATM,device_855,success
user_128,9818.2,13682.150000000001,2025-06-20 04:23:59,credit,Cuevas LLC,Lake Daniel,ATM,device_628,success
user_128,2276.61,5060.709999999997,2025-06-20 12:37:36,debit,Jordan-Levine,Sandraburgh,ATM,device_581,reversed
user_128,1603.84,12812.239999999998,2025-06-21 07:51:55,debit,"Olson, Mayo and King",Amyberg,online,device_516,success
user_128,5171.09,5171.09,2025-06-21 09:08:01,credit,Warren-Cox,Randallmouth,ATM,device_271,fail
user_128,9261.17,5626.789999999988,2025-06-21 16:17:22,debit,Watts-Martin,Mikeport,POS,device_655,success
user_128,5583.22,5583.22,2025-06-22 00:19:53,credit,Mccullough-Thompson,Carrollville,POS,device_976,fail
user_128,2596.31,0.0,2025-06-22 07:52:56,debit,Raymond-Morales,Lake Ronald,online,device_367,success
user_128,9455.7,0.0,2025-06-22 16:15:52,debit,Berg-Cruz,Lake Charlesshire,ATM,device_670,success
user_128,5550.45,16265.789999999997,2025-06-22 18:47:55,debit,Glenn PLC,North Anthonyside,POS,device_851,success
user_128,4822.33,8606.119999999999,2025-06-23 01:14:26,credit,Jones Group,Lake Robert,ATM,device_117,fail
user_128,2672.81,7843.9,2025-06-23 10:22:55,credit,Walker-Page,New Danielview,ATM,device_448,fail
user_128,9735.61,12193.71,2025-06-23 10:27:20,credit,Jones Ltd,Blackstad,POS,device_268,success
user_128,6502.99,30569.319999999992,2025-06-23 19:59:25,credit,Wolfe Ltd,North Christian,ATM,device_913,success
user_128,8069.9,17192.989999999998,2025-06-24 03:02:51,credit,Clark-Ward,Beardfort,ATM,device_909,success
user_128,4030.54,14058.889999999996,2025-06-24 04:08:58,debit,"Campbell, Black and Proctor",Dawnville,POS,device_190,success
user_128,274.28,16540.069999999996,2025-06-25 03:48:55,credit,Wallace Group,Marquezshire,ATM,device_871,success
user_128,9172.57,0.0,2025-06-25 04:10:55,debit,"Moore, Robertson and Ford",South Ashleymouth,online,device_4,success
user_128,3149.47,20674.319999999996,2025-06-26 04:09:12,debit,Barton Inc,Jodibury,POS,device_318,success
user_128,3819.66,19759.12,2025-06-26 04:38:08,debit,Martinez and Sons,West Erintown,online,device_99,success
user_128,3382.94,0.0,2025-06-26 08:00:40,debit,Jones-Chan,South Hollyville,online,device_808,success
user_128,7077.43,3808.4400000000005,2025-06-26 18:59:25,debit,Long-Leblanc,Johnsonfurt,ATM,device_486,success
user_128,7355.9,10885.87,2025-06-26 23:33:33,debit,Rivas-Jones,West Christopher,ATM,device_254,success
user_128,8494.62,2458.0999999999985,2025-06-27 03:27:49,debit,Boyd and Sons,Hallside,POS,device_27,success
user_128,8847.74,25387.809999999998,2025-06-27 13:50:01,credit,Harrington-Williams,North Abigail,POS,device_549,success
user_128,7352.65,0.0,2025-06-27 23:28:03,debit,Smith and Sons,New Calvinfurt,ATM,device_154,success
user_128,8529.2,8534.269999999997,2025-06-28 11:47:17,debit,Nguyen-Johnson,West Louisside,ATM,device_472,success
user_128,1168.46,4776.329999999995,2025-06-28 15:28:10,debit,"Heath, Reynolds and Roman",East Chelseaview,POS,device_621,success
user_128,7136.01,11280.979999999998,2025-06-28 18:48:16,debit,Foster-Anthony,Cartershire,POS,device_451,success
user_128,6414.99,5778.719999999999,2025-06-29 00:44:48,debit,"Armstrong, Roberts and Duncan",East Danielmouth,online,device_236,success
user_128,4223.01,10952.72,2025-06-29 13:32:28,debit,"Huynh, Gordon and Woodard",Chanburgh,online,device_166,fail
user_128,3783.79,3783.79,2025-06-29 17:10:44,credit,Hancock PLC,New Brittany,ATM,device_73,success
user_128,418.52,5479.229999999998,2025-06-29 18:45:08,credit,"Herrera, Silva and Freeman",New Kathleenshire,ATM,device_890,success
user_128,2520.29,29492.77999999999,2025-06-29 21:43:25,credit,Dixon-Valenzuela,Gonzalezview,POS,device_169,fail
user_128,8465.77,23227.85999999999,2025-07-01 03:32:01,debit,Lucas-Rivera,Lawrencechester,POS,device_710,success
user_128,1248.26,3863.9500000000007,2025-07-01 09:40:43,debit,Riggs Inc,Port Isaacmouth,online,device_832,success
user_128,8283.99,8283.99,2025-07-01 15:51:53,credit,Roach-Fields,New Deborahtown,ATM,device_216,success
user_128,591.05,20350.17,2025-07-01 23:09:51,credit,"Boyd, Sanchez and Norris",West Morganstad,POS,device_130,success
user_128,9553.74,0.0,2025-07-02 05:13:53,debit,Lewis Inc,Timothymouth,online,device_454,success
user_128,7617.42,0.0,2025-07-02 08:55:23,debit,Henry-Franklin,South Kimberly,ATM,device_401,success
user_128,4946.9,831.8199999999997,2025-07-02 09:20:33,debit,Johnson and Sons,New Yvetteport,online,device_951,success
user_128,8769.37,12175.63,2025-07-03 02:15:58,debit,"Hill, Robles and Wilson",East Jonstad,ATM,device_961,success
user_128,8379.44,0.0,2025-07-03 05:08:16,debit,Mcgrath Ltd,South Zachary,POS,device_771,success
user_128,4514.81,15835.359999999997,2025-07-03 07:44:20,debit,Holden-Mcmillan,East Stevenshire,ATM,device_748,fail
user_128,1140.21,18152.46,2025-07-03 14:58:22,credit,"Lawson, Tate and Lopez",West Sara,ATM,device_134,success
user_128,927.09,21816.239999999998,2025-07-03 18:00:58,credit,"Robbins, Rodriguez and Griffin",Shannonville,online,device_772,success
user_128,6934.39,6934.39,2025-07-04 10:02:11,credit,"Cohen, Scott and Smith",Christianborough,online,device_668,success
user_128,2436.84,1495.8299999999995,2025-07-04 14:00:14,debit,Anderson Inc,Virginiaside,POS,device_387,success
user_128,9423.58,0.0,2025-07-05 06:58:17,debit,"Curtis, Kaiser and Bennett",Coxton,ATM,device_733,success
user_128,4502.33,29167.69999999999,2025-07-05 17:16:19,credit,Turner-Rodriguez,Stephenfort,ATM,device_782,success
user_128,6843.84,0.0,2025-07-06 06:32:12,debit,Clark-Green,Juliebury,ATM,device_930,success
user_128,3610.85,17063.469999999998,2025-07-06 07:30:51,debit,Terry Ltd,Port Cassandraville,online,device_537,success
user_128,144.6,976.4199999999997,2025-07-06 10:17:41,credit,"Schmidt, Gomez and Cervantes",New Thomaschester,ATM,device_730,success
user_128,4590.24,9366.569999999996,2025-07-06 13:34:20,credit,Carlson Inc,Griffinstad,ATM,device_266,success
user_128,5676.87,15175.73,2025-07-07 02:14:48,credit,Bowman-Kelley,Allisonville,online,device_319,reversed
user_128,5277.19,18089.429999999997,2025-07-07 02:45:35,credit,Hatfield Group,North Tim,online,device_408,reversed
user_128,3596.83,26972.48999999999,2025-07-07 07:33:28,debit,"Gaines, Rose and Pena",Lindsaybury,POS,device_104,success
user_128,1303.77,5112.210000000001,2025-07-07 13:20:38,credit,Flores-Brooks,Lake Patrick,POS,device_639,fail
user_128,2834.24,0.0,2025-07-08 01:18:52,debit,Rasmussen Inc,Allenborough,POS,device_893,success
user_128,3743.89,14292.929999999995,2025-07-08 02:51:35,credit,Hart-Wallace,Fosterbury,POS,device_407,success
user_128,7594.04,0.0,2025-07-08 04:37:54,debit,Marsh LLC,Jonathanton,online,device_426,success
user_128,9708.11,0.0,2025-07-08 07:14:41,debit,Atkins and Sons,South Ashley,online,device_193,success
user_128,1196.95,7337.319999999997,2025-07-08 08:53:46,debit,"Jones, Roberts and Mcgrath",Lake Jeffreyfort,POS,device_464,success
user_128,2200.85,31693.62999999999,2025-07-08 09:52:24,credit,Malone-Welch,Walkermouth,ATM,device_616,success
user_128,1719.34,27448.35999999999,2025-07-08 12:21:46,debit,"Moore, Weeks and Holt",Lake Rita,online,device_793,fail
user_129,1349.37,11570.300000000003,2025-06-09 01:07:23,debit,"Kelly, Johnson and Peters",East Robert,online,device_57,success
user_129,4781.69,12919.670000000002,2025-06-09 01:29:27,credit,Stone-Davis,West Luis,online,device_160,success
user_129,725.89,348.4100000000002,2025-06-09 02:09:36,debit,Glover Ltd,South James,POS,device_15,success
user_129,2346.62,52399.40999999999,2025-06-09 08:50:27,debit,Carter and Sons,Port Meganfort,POS,device_633,success
user_129,3394.09,49005.31999999999,2025-06-09 09:49:13,debit,Garrett Ltd,Smithstad,ATM,device_215,success
user_129,5964.96,12365.429999999993,2025-06-09 11:25:29,debit,Mendez Group,East Martha,online,device_310,success
user_129,3339.86,13382.060000000005,2025-06-09 13:04:35,debit,Wallace PLC,Emilybury,POS,device_179,success
user_129,9119.72,16557.36,2025-06-09 13:18:32,credit,Cruz-Thomas,Port Scott,ATM,device_693,success
user_129,3254.16,3254.16,2025-06-09 14:07:18,credit,Bolton PLC,East April,online,device_109,success
user_129,7097.78,7097.78,2025-06-10 10:20:23,credit,Morales-Alvarez,South Danielfurt,ATM,device_8,success
user_129,966.48,8137.980000000001,2025-06-10 15:56:54,credit,Jackson-Long,Josephburgh,ATM,device_340,success
user_129,2921.08,14802.33,2025-06-10 20:50:11,credit,"Hodges, Miller and Edwards",Bryanmouth,POS,device_90,fail
user_129,7621.19,54746.02999999999,2025-06-10 21:24:14,credit,Hutchinson Group,North Cassandramouth,POS,device_540,success
user_129,4374.55,47124.83999999999,2025-06-10 22:04:38,credit,"Barr, Richards and Jones",Lake Garrett,ATM,device_347,success
user_129,5541.28,35361.16999999999,2025-06-11 04:19:31,debit,"Perez, Hudson and Mcdaniel",Reneeville,online,device_939,success
user_129,2286.27,25808.280000000002,2025-06-11 16:38:44,credit,"Bryan, Wilson and Frederick",Kristinbury,online,device_829,success
user_129,952.53,0.0,2025-06-11 20:32:27,debit,Herring-Johnson,Stephanieshire,POS,device_148,success
user_129,2837.87,39536.45999999999,2025-06-11 22:47:07,credit,Hobbs and Sons,New Melindabury,POS,device_516,success
user_129,7247.82,10823.820000000003,2025-06-12 00:57:59,debit,Johnston-Stevenson,Dorisville,online,device_58,success
user_129,7972.98,27388.18999999999,2025-06-12 03:58:00,debit,Leonard Ltd,New Justin,online,device_216,fail
user_129,7504.6,40902.44999999999,2025-06-12 22:48:25,debit,Turner and Sons,Port Anna,POS,device_200,reversed
user_129,6250.91,0.0,2025-06-13 02:52:26,debit,"Lopez, Ramsey and Decker",North Lisa,POS,device_575,success
user_129,4706.83,4706.83,2025-06-13 13:23:49,credit,Jones-Lane,East Aliciaview,ATM,device_944,success
user_129,6285.59,27037.59,2025-06-13 15:02:24,credit,"Riley, Rivas and Kim",East Joseph,ATM,device_671,success
user_129,7578.14,299.82999999999265,2025-06-13 16:05:27,debit,Mclaughlin-Collins,Barnesfurt,online,device_206,success
user_129,1302.59,41270.439999999995,2025-06-13 19:12:42,debit,Chapman Group,North Patrick,online,device_804,success
user_129,7274.7,34312.29,2025-06-13 23:03:09,credit,Kirk-Cruz,West Tiffanyberg,online,device_410,success
user_129,5208.02,30092.24999999999,2025-06-14 02:20:13,credit,Sharp-Nguyen,Port Paulstad,online,device_180,success
user_129,2176.73,0.0,2025-06-14 06:59:49,debit,Williams PLC,Oconnorport,ATM,device_893,success
user_129,2990.83,23083.690000000002,2025-06-15 02:12:00,debit,"Webb, Robinson and Torres",Angelafurt,online,device_696,success
user_129,8736.92,2.110000000002401,2025-06-15 02:31:36,debit,"Wolf, Smith and Noble",West Richard,ATM,device_156,success
user_129,5542.42,17541.270000000004,2025-06-15 08:08:25,debit,Bowers Group,Bakerton,online,device_700,fail
user_129,2835.03,24051.19999999999,2025-06-15 15:36:20,credit,"Smith, Franco and Flores",Cassandraberg,POS,device_971,success
user_129,2408.23,13104.820000000002,2025-06-16 04:24:13,debit,"Best, Wallace and Boyd",Williamsview,online,device_640,fail
user_129,2220.14,0.0,2025-06-16 07:29:35,debit,"Stafford, Arnold and Walker",South Martin,ATM,device_203,fail
user_129,2003.2,6205.86,2025-06-16 09:49:54,credit,Anderson-Allen,South Laurafurt,ATM,device_433,success
user_129,3796.62,0.0,2025-06-16 20:00:14,debit,Young LLC,Port Breannatown,POS,device_860,success
user_129,9481.59,19027.700000000004,2025-06-16 23:21:19,credit,"Gomez, Taylor and Scott",Aaronton,ATM,device_651,success
user_129,4179.46,8886.29,2025-06-16 23:46:23,credit,"Garcia, Sanchez and Griffin",Rochatown,POS,device_649,success
user_129,8536.33,23522.010000000002,2025-06-17 22:10:01,credit,Charles-Hernandez,Madisonbury,online,device_390,success
user_129,3120.53,9546.110000000002,2025-06-17 22:24:16,debit,"Chavez, Williams and Brown",Danielsport,ATM,device_30,success
user_129,209.91,10613.910000000003,2025-06-18 04:54:03,debit,Cunningham and Sons,Lake Margaretmouth,ATM,device_682,fail
user_129,5990.0,0.0,2025-06-18 07:35:30,debit,Jackson and Sons,East Christina,ATM,device_671,fail
user_129,4665.31,34293.26999999999,2025-06-19 05:55:36,debit,White and Sons,Hornemouth,POS,device_143,success
user_129,9466.12,45505.11999999999,2025-06-19 06:01:56,debit,"Rojas, May and Wilson",Russoport,POS,device_548,success
user_129,5105.23,14985.680000000004,2025-06-19 09:45:23,debit,Berry-Conley,North Tina,online,device_520,reversed
user_129,2074.34,12054.79,2025-06-19 16:59:06,credit,Patterson-Farmer,New Joshua,POS,device_156,success
user_129,9687.73,4202.66,2025-06-19 18:50:58,debit,Duke-Erickson,Port Christopher,ATM,device_160,success
user_129,508.39,26522.159999999993,2025-06-20 02:50:19,credit,Porter-Lewis,North Jasmine,POS,device_154,success
user_129,8390.53,0.0,2025-06-20 03:45:02,debit,Johnston-Lewis,Joshuastad,ATM,device_768,success
user_129,5305.99,21216.16999999999,2025-06-20 11:36:39,debit,"Porter, Dunlap and Thomas",Candicehaven,POS,device_583,fail
user_129,1508.54,44597.52999999999,2025-06-20 14:27:38,credit,Johnson LLC,Chadberg,POS,device_346,success
user_129,166.28,7754.259999999999,2025-06-20 19:30:56,credit,Calhoun Inc,Rossbury,ATM,device_920,success
user_129,520.98,19548.680000000004,2025-06-20 20:00:35,credit,"Edwards, Mcdaniel and Medina",East Michaelside,online,device_119,success
user_129,2027.33,11209.73,2025-06-20 20:03:07,credit,Rosario-Schmidt,Brownbury,online,device_307,success
user_129,9287.84,32901.149999999994,2025-06-21 20:20:09,debit,"Peters, Quinn and Pitts",Lake Crystalton,ATM,device_593,success
user_129,3809.52,48407.04999999999,2025-06-21 22:37:16,credit,Thomas Inc,East Charlesbury,POS,device_227,success
user_129,7134.7,27158.56999999999,2025-06-22 02:48:00,debit,Martin Inc,North Matthewton,POS,device_92,success
user_129,8927.9,16218.300000000005,2025-06-22 11:12:14,debit,"Wells, Morgan and Baxter",Port Robertchester,online,device_318,success
user_129,1222.71,40264.40999999999,2025-06-23 01:53:52,credit,Thompson Ltd,Davistown,ATM,device_625,success
user_129,7034.08,15920.37,2025-06-23 04:43:14,credit,Rice LLC,West Scotttown,online,device_742,fail
user_129,6449.62,38958.57999999999,2025-06-23 05:50:11,credit,"Wright, Leblanc and Morton",West Jason,online,device_723,success
user_129,4428.17,28356.810000000005,2025-06-23 21:58:31,credit,Wood-Guerrero,Suttonside,POS,device_951,success
user_129,4487.46,7877.969999999993,2025-06-23 23:46:46,debit,Pierce-Williams,Millerfort,POS,device_741,success
user_129,7214.35,7587.98,2025-06-24 03:10:22,debit,"Guzman, Bennett and Gentry",Lisaview,ATM,device_114,success
user_129,643.11,18184.380000000005,2025-06-24 04:21:49,credit,"Peterson, Gregory and Gordon",East Benjaminville,ATM,device_489,success
user_129,6023.48,1074.3000000000002,2025-06-24 09:26:42,debit,"Young, Franklin and James",East Wayneview,ATM,device_159,fail
user_129,2423.93,0.0,2025-06-24 14:13:19,debit,Chaney-Taylor,Marshallfurt,ATM,device_20,success
user_129,5802.15,0.0,2025-06-25 09:49:52,debit,Jones-Bryant,Jasonborough,online,device_993,success
user_129,2552.14,0.0,2025-06-25 15:49:12,debit,Sparks PLC,Port Jonmouth,POS,device_958,success
user_129,5558.39,42188.99,2025-06-25 22:54:53,credit,Rodriguez-Morris,Danielmouth,POS,device_861,success
user_129,833.03,24884.22999999999,2025-06-26 09:31:17,credit,Young-Phillips,North Nathanton,POS,device_990,success
user_129,4194.67,12023.630000000005,2025-06-26 11:58:41,debit,"Maxwell, Martinez and Palmer",Perezside,POS,device_281,success
user_129,4699.7,42826.61999999999,2025-06-26 13:27:47,credit,"Garcia, Galloway and Jones",Davidtown,POS,device_552,fail
user_129,5889.29,17623.530000000006,2025-06-27 03:24:49,credit,"Mcdonald, Pham and Santiago",East Richardside,ATM,device_90,success
user_129,9057.8,18330.389999999992,2025-06-28 01:16:44,debit,Clayton Group,Jameshaven,online,device_59,success
user_129,5597.52,25146.200000000004,2025-06-28 10:49:18,credit,Woods-Long,Mcmahonview,online,device_328,fail
user_129,2282.29,26074.520000000004,2025-06-28 10:58:28,debit,Stafford Inc,Lewisstad,ATM,device_535,fail
user_129,5869.76,19938.520000000004,2025-06-28 14:05:00,debit,Brooks PLC,New Alexandra,ATM,device_771,success
user_129,1462.46,16721.920000000006,2025-06-28 15:20:29,debit,Morgan-Miller,Avilaburgh,POS,device_556,success
user_129,435.73,10291.510000000002,2025-06-28 19:17:21,debit,King-Solomon,New Danamouth,online,device_493,success
user_129,6708.85,20090.910000000003,2025-06-28 20:43:24,credit,Alvarez-Young,South Brucemouth,POS,device_919,success
